#SUSTANTIVES

andarica_de_ríu andarica_de_ríu NCFS000 I
andarica_montés andarica_montés NCFS000 I
andarina_de_ríu andarina_de_ríu NCFS000 I
andarina_montés andarina_montés NCFS000 I
andarón_de_peña andarón_de_peña NCMS000 I
ánima_en_pena ánima_en_pena NCFS000 I
ánima_viva ánima_viva NCFS000 I
antroxu_fartón antroxu_fartón NCMS000 I
anxelín_del_cielu anxelín_del_cielu NCMS000 I
anxina_pechu anxina_pechu NCFS000 I
anxina_de_pechu anxina_de_pechu NCFS000 I
añu_llunar añu_llunar NCMS000 I
añu_lluz añu_lluz NCMS000 I
añu_mahometanu añu_mahometanu NCMS000 I
añu_nuevu añu_nuevu NCMS000 I
añu_vieyu añu_vieyu NCMS000 I
apéu_de_trampa apéu_de_trampa NCMS000 I
araña_de_mar araña_de_mar NCFS000 I
aráu_de_picu_romu aráu_de_picu_romu NCMS000 I
aráu_de_vertedera aráu_de_vertedera NCMS000 I
arbeyu_bravu arbeyu_bravu NCMS000 I
arbeyu_montés arbeyu_montés NCMS000 I
<árbol>_de_fondu árbol_de_fondu NCMS000 I
<árbol>_de_la_ciencia árbol_de_la_ciencia NCMS000 I
<árbol>_de_la_vida árbol_de_la_vida NCMS000 I
<árbol>_de_les_pataques árbol_de_les_pataques NCMS000 I
<árbol>_<xenealóxicu> árbol_xenealóxicu NCMS000 I
Arca_de_Noé Arca_de_Noé NCMS000 I
<arcu>_de_iris <arcu>_de_iris NCMS000 I
<arcu>_iris <arcu>_iris NCMS000 I
<arcu>_de_ferradura arcu_de_ferradura NCMS000 I
<arcu>_de_mediu_puntu arcu_de_mediu_puntu NCMS000 I
arcu_la_vieya arcu_la_vieya NCMS000 I
arcu_pintáu arcu_pintáu NCMS000 I


#PREPOSICIÓN

a_efectos_de a_efectos_de SPS00 I
a_eso_de a_eso_de SPS00 I
nin_pa_Dios nin_pa_Dios SPS00 I
al_pie_de al_pie_de SPS00 I
al_par_de al_par_de SPS00 I
en_cuenta_de en_cuenta_de SPS00 I



#ADVERBIALES
a_mantes a_mantes RG I
a_tarandines a_tarandines RG I
a_bultu a_bultu RG I
a_cargu_de a_cargu_de RG I
a_diario a_diario RG I
a_escape a_escape RG I
a_galdéu a_galdéu RG I
a_galope a_galope RG I
a_galope_tendíu a_galope_tendíu RG I
a_otru_andar a_otru_andar RG I
a_otru_añu a_otru_añu RG I
a_otru_día a_otru_día RG I
a_pie_peón a_pie_peón RG I
a_pozu_pocín a_pozu_pocín RG I
a_recostín a_recostín RG I
a_riegu a_riegu RG I
a_rodapiellu a_rodapiellu RG I
a_rodapilu a_rodapilu RG I
a_sesgu a_sesgu RG I
a_tenor a_tenor RG I
a_xacostín a_xacostín RG I
a_boca_talegón a_boca_talegón RG I
a_carranquina a_carranquina RG I
a_midida a_midida RG I
a_carreres a_carreres RG I
a_correderes a_correderes RG I
a_correnderes a_correnderes RG I
a_dereches a_dereches RG I
a_güevu a_güevu RG I
a_aceituzu a_aceituzu RG I
a_agües_vertientes a_agües_vertientes RG I
a_altes_hores a_altes_hores RG I
a_arramar a_arramar RG I
a_arrebatu a_arrebatu RG I
a_arrollicones a_arrollicones RG I
a_arrollones a_arrollones RG I
a_avance a_avance RG I
a_avances a_avances RG I
a_bálamos a_bálamos RG I
a_barcalaes a_barcalaes RG I
a_barcalaos a_barcalaos RG I
a_barriga_ten a_barriga_ten RG I
a_baruyu a_baruyu RG I
a_batibarra a_batibarra RG I
a_beber a_beber RG I
a_belaxe a_belaxe RG I
a_berríes a_berríes RG I
a_bien a_bien RG I
a_bisbera a_bisbera RG I
a_bisbileru a_bisbileru RG I
a_blandio a_blandio RG I
a_bobes a_bobes RG I
a_bobes_a_bobes a_bobes_a_bobes RG I
a_boca_chapla a_boca_chapla RG I
a_boca_qué_quies a_boca_qué_quies RG I
a_bocaxarru a_bocaxarru RG I
a_bogayu a_bogayu RG I
a_bolsa a_bolsa RG I
a_bombón a_bombón RG I
a_bon_baratu a_bon_baratu RG I
a_bona_hora a_bona_hora RG I
a_bones_hores a_bones_hores RG I
a_bordu a_bordu RG I
a_bracaes a_bracaes RG I
a_brañaes a_brañaes RG I
a_braza a_braza RG I
a_brazaos a_brazaos RG I
a_brazu_partíu a_brazu_partíu RG I
a_briches a_briches RG I
a_burru a_burru RG I
a_caballu a_caballu RG I
a_cabezaes a_cabezaes RG I
a_cabezazos a_cabezazos RG I
a_cabrizu a_cabrizu RG I
a_cachapierna a_cachapierna RG I
a_cachos a_cachos RG I
a_caciplaes a_caciplaes RG I
a_caciplaos a_caciplaos RG I
a_cada_pasu a_cada_pasu RG I
a_calafete a_calafete RG I
a_calderaos a_calderaos RG I
a_cambéu_de a_cambéu_de RG I
a_campu a_campu RG I
a_campu_rasu a_campu_rasu RG I
a_cantaraes a_cantaraes RG I
a_cantaraos a_cantaraos RG I
a_cañón a_cañón RG I
a_cañueles a_cañueles RG I
a_capiellu a_capiellu RG I
a_capitones a_capitones RG I
a_caprichu_de_daquién a_caprichu_de_daquién RG I
a_cara_perru a_cara_perru RG I
a_cargues a_cargues RG I
a_carnizu a_carnizu RG I
a_carranques a_carranques RG I
a_carraos a_carraos RG I
a_carrapetaes a_carrapetaes RG I
a_carrapetaes a_carrapetaes RG I
a_carrapotaes a_carrapotaes RG I
a_carrapotaos a_carrapotaos RG I
a_carrapucha a_carrapucha RG I
a_carrenderes a_carrenderes RG I
a_carrera_tendida a_carrera_tendida RG I
a_carrera_tendida a_carrera_tendida RG I
a_carta_cabal a_carta_cabal RG I
a_cáscares a_cáscares RG I
a_castaña a_castaña RG I
a_catiplena a_catiplena RG I
a_cencerru a_cencerru RG I
a_cencerru_tresecháu a_cencerru_tresecháu RG I
a_cencielles a_cencielles RG I
a_cercén a_cercén RG I
a_cestos a_cestos RG I
a_cestu a_cestu RG I
a_chiroldos a_chiroldos RG I
a_chorru a_chorru RG I
a_ciegues a_ciegues RG I


#ADJETIVAS

pa_el_diario pa_el_diario AQ0CN0 I
pa_diario pa_diario AQ0CN0 I
a_nome_de_daqui�n a_nome_de_daqui�n AQ0CN0 I
a_cuenta a_cuenta AQ0CN0 I
a_cuerpu a_cuerpu AQ0CN0 I
a_culebrizu a_culebrizu AQ0CN0 I
a_culebruzu a_culebruzu AQ0CN0 I
a_culestrizu a_culestrizu AQ0CN0 I
a_esficies_de_daquién a_esficies_de_daquién AQ0CN0 I
a_espetaperru a_espetaperru AQ0CN0 I
a_gociu a_gociu AQ0CN0 I
a_gozu a_gozu AQ0CN0 I
a_gustu a_gustu AQ0CN0 I
a_la_carrapiella a_la_carrapiella AQ0CN0 I
a_la_cera a_la_cera AQ0CN0 I
a_la_funerala a_la_funerala AQ0CN0 I
a_la_plancha a_la_plancha AQ0CN0 I
a_la_que_cai a_la_que_cai AQ0CN0 I
a_la_que_salta a_la_que_salta AQ0CN0 I
a_la_quebrantina a_la_quebrantina AQ0CN0 I
a_la_virola a_la_virola AQ0CN0 I
a_la_virolé a_la_virolé AQ0CN0 I
a_la_xingadiella a_la_xingadiella AQ0CN0 I
a_les_faldes_de_daquién a_les_faldes_de_daquién AQ0CN0 I
a_llanzaina a_llanzaina AQ0CN0 I
a_llimpio a_llimpio AQ0CN0 I
a_lo_xo a_lo_xo AQ0CN0 I
a_lo_xole a_lo_xole AQ0CN0 I
a_malamán a_malamán AQ0CN0 I
a_media_madera a_media_madera AQ0CN0 I
a_primera_vista a_primera_vista AQ0CN0 I
a_puerta_zarrada a_puerta_zarrada AQ0CN0 I
a_puertes a_puertes AQ0CN0 I
a_puntu a_puntu AQ0CN0 I
a_rabu_corderín a_rabu_corderín AQ0CN0 I
a_raya a_raya AQ0CN0 I
a_recaldu a_recaldu AQ0CN0 I
a_reforcaes a_reforcaes AQ0CN0 I







a_anequín a_anequín RG I
a_barlovento a_barlovento RG I
a_barrisco a_barrisco RG I
a_base_de a_base_de SPS00 I
a_base_de_bien a_base_de_bien RG I
abastecimiento_de_agua abastecimiento_de_agua NCMS000 I
abastecimiento_de_agua_potable abastecimiento_de_agua_potable NCMS000 I
ab_initio ab_initio RG I
ab_intestato ab_intestato RG I
a_boca_de_cañón a_boca_de_cañón RG I
a_bocajarro a_bocajarro RG I
<abogado>_<defensor> abogado_defensor $1:NC I
a_bombo_y_platillo a_bombo_y_platillo RG I
a_borbollones a_borbollones RG I
a_borbotones a_borbotones RG I
a_bordo a_bordo RG I
a_bote_pronto a_bote_pronto RG I
ab_ovo ab_ovo RG I
a_brazo_partido a_brazo_partido RG I
a_bruces a_bruces RG I
a_buena_cuenta a_buena_cuenta RG I
a_buena_fe a_buena_fe RG I
a_buena_luz a_buena_luz RG I
a_buenas_horas a_buenas_horas RG I
a_buenas_noches a_buenas_noches RG I
a_buena_vista a_buena_vista RG I
a_buen_recaudo a_buen_recaudo RG I
a_buen_seguro a_buen_seguro RG I
a_buen_tino a_buen_tino RG I
a_bulto a_bulto RG I_
a_cada_instante a_cada_instante RG I
a_cada_momento a_cada_momento RG I
a_cada_paso a_cada_paso RG I
a_cada_rato a_cada_rato RG I
a_cada_trique a_cada_trique RG I
a_cada_triquitraque a_cada_triquitraque RG I
<academia>_de_bellas_artes academia_de_bellas_artes $1:NC I
a_caja_y_espiga a_caja_y_espiga RG I
a_caliche a_caliche RG I
a_cal_y_canto a_cal_y_canto RG I
a_cambio a_cambio RG I
a_cambio_de a_cambio_de SPS00 I
a_campo_raso a_campo_raso RG I
a_campo_traviesa a_campo_traviesa RG I
a_cántaros a_cántaros RG I
a_cara_de_perro a_cara_de_perro RG I
a_cara_descubierta a_cara_descubierta RG I
a_carcajada_limpia a_carcajada_limpia RG I
a_cargo_de a_cargo_de SPS00 I
a_carretadas a_carretadas RG I
a_carta_cabal a_carta_cabal RG I
a_casquete_quitado a_casquete_quitado RG I
a_causa_de a_causa_de SPS00 I
a_causa_de_que a_causa_de_que CS I
<accidente>_de_trabajo accidente_de_trabajo $1:NC I
<accidente>_<laboral> accidente_laboral $1:NC I
<acción>_<educativa> acción_educativa $1:NC I
<acción>_<militar> acción_militar $1:NC I
<acción>_<pública> acción_pública $1:NC I
aceite_de_oliva_virgen aceite_de_oliva_virgen NCMS000 I
a_centenares a_centenares RG I
a_cepillo a_cepillo RG I
a_cerca_de a_cerca_de SPS00 I
acerca_de acerca_de SPS00 I
a_cercen a_cercen RG I
a_cercén a_cercén RG I
a_chorros a_chorros RG I
ácido_acético ácido_acético NCMS000 I
ácido_clorhídrico ácido_clorhídrico NCMS000 I
ácido_fólico ácido_fólico NCMS000 I
ácido_láctico ácido_láctico NCMS000 I
ácido_sulfúrico ácido_sulfúrico NCMS000 I
ácido_úrico ácido_úrico NCMS000 I
a_cielo_descubierto a_cielo_descubierto RG I
a_ciencia_cierta a_ciencia_cierta RG I
a_codazo_limpio a_codazo_limpio RG I
a_comisión a_comisión RG I
a_como_de_lugar a_como_de_lugar RG I
a_condición_de a_condición_de SPS00 I
a_condición_de_que a_condición_de_que CS I
a_consecuencia_de a_consecuencia_de SPS00 I
a_continuación_de a_continuación_de SPS00 I
a_contrahílo a_contrahílo RG I
a_contralecho a_contralecho RG I
a_contramano a_contramano RG I
a_contrapelo a_contrapelo RG I
a_contrapié a_contrapié RG I
a_contra_reloj a_contra_reloj RG I
a_corazón_abierto a_corazón_abierto RG I
a_cordel a_cordel RG I
a_coro a_coro RG I
a_costillas a_costillas RG I
a_coxcojilla a_coxcojilla RG I
a_cruz_y_escuadra a_cruz_y_escuadra RG I
<acta>_de_nacimiento acta_de_nacimiento $1:NC I
<acta>_<final> acta_final $1:NC I
<actividad>_<artística> actividad_artística $1:NC I
<actividad>_<económica> actividad_económica $1:NC I
<actividad>_<empresarial> actividad_empresarial $1:NC I
actividades_al_aire_libre actividades_al_aire_libre NCFP000 I
<actividad>_<extraescolar> actividad_extraescolar $1:NC I
<actividad>_<financiera> actividad_financiera $1:NC I
<actividad>_<humana> actividad_humana $1:NC I
<actividad>_<industrial> actividad_industrial $1:NC I
<actividad>_<pesquera> actividad_pesquera $1:NC I
<acto>_<administrativo> acto_administrativo $1:NC I
<acto>_<impugnado> acto_impugnado $1:NC I
<acto>_<jurídico> acto_jurídico $1:NC I
<actuación>_<administrativa> actuación_administrativa $1:NC I
<actuación>_<judicial> actuación_judicial $1:NC I
a_cuál_más a_cuál_más RG I
a_cuatro_patas a_cuatro_patas RG I
a_cuatro_pies a_cuatro_pies RG I
a_cubos a_cubos RG I
a_cuenta_de a_cuenta_de SPS00 I
<acuerdo>_de_paz acuerdo_de_paz $1:NC I
<acuerdo>_<internacional> acuerdo_internacional $1:NC I
a_cuerpo_de_rey a_cuerpo_de_rey RG I
a_cuerpo_descubierto a_cuerpo_descubierto RG I
además_de además_de SPS00 I
además_de_eso además_de_eso RG I
además_de_que además_de_que CS I
a_dentelladas a_dentelladas RG I
a_dentro a_dentro RG I
a_desmano a_desmano RG I
a_despecho a_despecho RG I
a_despecho_de a_despecho_de SPS00 I
a_destajo a_destajo RG I
a_destiempo a_destiempo RG I
ad_hoc ad_hoc RG I
a_diario a_diario RG I
a_dicho_efecto a_dicho_efecto RG I
a_diferencia_de a_diferencia_de SPS00 I
ad_interim ad_interim RG I
a_disgusto a_disgusto RG I
a_distinción_de a_distinción_de SPS00 I
ad_lib ad_lib RG I
ad_libitum ad_libitum RG I
ad_litem ad_litem RG I
ad_litteram ad_litteram RG I
<administración>_<civil> administración_civil $1:NC I
<administración>_del_estado administración_del_estado $1:NC I
<administración>_<educativa> administración_educativa $1:NC I
<administración>_<general> administración_general $1:NC I
<administración>_<municipal> administración_municipal $1:NC I
a_donde a_donde RG I
a_dos_dedos_de a_dos_dedos_de SPS00 I
a_dos_haces a_dos_haces RG I
a_dos_manos a_dos_manos RG I
ad_quadrantum ad_quadrantum RG I
ad_triangulum ad_triangulum RG I
a_dúo a_dúo RG I
a_duras_penas a_duras_penas RG I
ad_valorem ad_valorem RG I
a_efecto_de_que a_efecto_de_que CS I
a_efectos_de a_efectos_de SPS00 I
a_empellones a_empellones RG I
<aeropuerto>_<internacional> aeropuerto_internacional $1:NC I
a_escape a_escape RG I
a_escondidas a_escondidas RG I
a_escondidillas a_escondidillas RG I
a_escote a_escote RG I
a_escuadra a_escuadra RG I
a_escusa a_escusa RG I
a_escusas a_escusas RG I
a_eso_de a_eso_de SPS00 I
a_espaldas_de a_espaldas_de SPS00 I
a_espeta_perro a_espeta_perro RG I
a_espinapez a_espinapez RG I
a_espuertas a_espuertas RG I
a_este_lado_de a_este_lado_de SPS00 I
a_excepción_de a_excepción_de SPS00 I
a_expensas a_expensas RG I
a_expensas_de a_expensas_de SPS00 I
a_fanegadas a_fanegadas RG I
a_favor_de a_favor_de SPS00 I
a_fin_de a_fin_de SPS00 I
a_fin_de_cuentas a_fin_de_cuentas RG I
a_fin_de_que a_fin_de_que CS I
a_fines_de a_fines_de SPS00 I
a_flor_de_agua a_flor_de_agua RG I
a_flor_de_piel a_flor_de_piel RG I
a_flote a_flote RG I
a_fortiori a_fortiori RG I
a_fuego_lento a_fuego_lento RG I
a_fuerza_de a_fuerza_de SPS00 I
a_fuerza_de_que a_fuerza_de_que CS I
a_gachas a_gachas RG I
a_gates a_gates RG I
<agencia>_de_protección_de_datos agencia_de_protección_de_datos $1:NC I
<agencia>_de_viajes agencia_de_viajes $1:NC I
agencia_espacial_europea agencia_espacial_europea NCFS000 I
<agenda>_<electrónica> agenda_electrónica $1:NC I
<agente>_<social> agentes_sociales $1:NC I
a_gogó a_gogó RG I
a_grandes_rasgos a_grandes_rasgos RG I
a_granel a_granel RG I
a_graves_penas a_graves_penas RG I
<agresión>_<sexual> agresión_sexual $1:NC I
agua_destilada agua_destilada NCFS000 I
agua_dulce agua_dulce NCFS000 I
aguas_continentales aguas_continentales NCFP000 I
aguas_pluviales aguas_pluviales NCFP000 I
aguas_territoriales aguas_territoriales NCFP000 I
<agua>_<subterránea> agua_subterránea $1:NC I
<agua>_<superficial> agua_superficial $1:NC I
a_guisa_de a_guisa_de SPS00 I
ahí_es_nada ahí_es_nada RG I
ahí_le_duele ahí_le_duele RG I
a_hito a_hito RG I
ahora_bien ahora_bien RG I
a_horcajadas a_horcajadas RG I
a_hurtadillas a_hurtadillas RG I
aire_puro aire_puro NCMS000 I
<aislamiento>_<térmico> aislamiento_térmico $1:NC I
a_jarros a_jarros RG I
a_jornal a_jornal RG I
a_junta_continua a_junta_continua RG I
a_juzgar_como a_juzgar_como RG I
a_juzgar_por a_juzgar_por SPS00 I
a_la_bartola a_la_bartola RG I
al_abrigo_de al_abrigo_de SPS00 I
a_la_buena_ventura a_la_buena_ventura RG I
a_la_busca_de a_la_busca_de SPS00 I
a_la_chita_callando a_la_chita_callando RG I
a_la_cola a_la_cola RG I
a_la_espera_de a_la_espera_de SPS00 I
a_la_funerala a_la_funerala RG I
a_la_inversa a_la_inversa RG I
al_alcance_de_la_mano al_alcance_de_la_mano RG I
al_alimón al_alimón RG I
a_la_manera_de a_la_manera_de SPS00 I
a_la_mano_de_Dios a_la_mano_de_Dios RG I
a_la_mitad_de a_la_mitad_de SPS00 I
a_la_morisma a_la_morisma RG I
a_la_mujeriega a_la_mujeriega RG I
al_apa al_apa RG I
a_la_papillote a_la_papillote RG I
a_la_parrilla a_la_parrilla RG I
a_la_pata_coja a_la_pata_coja RG I
a_la_pata_llana a_la_pata_llana RG I
a_la_paz_de_Dios a_la_paz_de_Dios RG I
a_la_pendura a_la_pendura RG I
a_la_perfección a_la_perfección RG I
a_lápiz a_lápiz RG I
a_la_primera_de_cambio a_la_primera_de_cambio RG I
a_largas_marchas a_largas_marchas RG I
a_la_ronza a_la_ronza RG I
a_las_calladas a_las_calladas RG I
a_la_siga_de a_la_siga_de SPS00 I
a_la_sirga a_la_sirga RG I
a_las_mil_maravillas a_las_mil_maravillas RG I
a_la_sopa_boba a_la_sopa_boba RG I
a_las_primeras_de_cambio a_las_primeras_de_cambio RG I
a_las_puertas_de_la_muerte a_las_puertas_de_la_muerte RG I
a_las_veces a_las_veces RG I
a_lata_por_canal a_lata_por_canal RG I
a_la_tentaruja a_la_tentaruja RG I
a_la_tirolesa a_la_tirolesa RG I
a_la_usanza_de a_la_usanza_de SPS00 I
al_avemaría al_avemaría RG I
a_la_vez a_la_vez RG I
a_la_vez_que a_la_vez_que CS I
a_la_vuelta_de a_la_vuelta_de SPS00 I
a_la_zona_de a_la_zona_de SPS00 I
al_bies al_bies RG I
al_cabo_de al_cabo_de SPS00 I
alcaldía_mayor alcaldía_mayor NCFS000 I
al_calor_de al_calor_de SPS00 I
al_carboncillo al_carboncillo RG I
al_cargo_de al_cargo_de SPS00 I
al_centro_de al_centro_de SPS00 I
al_chas_chas al_chas_chas RG I
al_cien_por_cien al_cien_por_cien RG I
al_cierre_del_ejercicio al_cierre_del_ejercicio RG I
al_clarear_el_día al_clarear_el_día RG I
alcohol_etílico alcohol_etílico NCMS000 I
al_compás_de al_compás_de SPS00 I
al_conjuro_de al_conjuro_de SPS00 I
al_correr_de_la_pluma al_correr_de_la_pluma RG I
al_correr_del_tiempo al_correr_del_tiempo RG I
al_decir_de al_decir_de SPS00 I
al_derredor_de al_derredor_de SPS00 I
al_desbarate al_desbarate RG I
al_descuido_y_con_cuidado al_descuido_y_con_cuidado RG I
al_desgaire al_desgaire RG I
al_detall al_detall RG I
a_legua a_legua RG I
a_leguas a_leguas RG I
al_estricote al_estricote RG I
al_filo_de al_filo_de SPS00 I
al_filo_de_mediodía al_filo_de_mediodía RG I
al_fin_de_la_jornada al_fin_de_la_jornada RG I
al_fin_y_a_la_postre al_fin_y_a_la_postre RG I
al_fin_y_al_cabo al_fin_y_al_cabo RG I
al_frente_de al_frente_de SPS00 I
al_gratén al_gratén RG I
al_grill al_grill RG I
alguna_que_otra_vez alguna_que_otra_vez RG I
algunas_veces algunas_veces RG I
alguno_que_otro alguno_que_otro RG I
al_gusto_de al_gusto_de SPS00 I
al_hilo al_hilo RG I
al_hilo_del_viento al_hilo_del_viento RG I
al_hilo_de_mediodía al_hilo_de_mediodía RG I
<alianza>_<estratégica> alianza_estratégica $1:NC I
a_libre_plática a_libre_plática RG I
al_igual_que al_igual_que CS I
a_línea_tirada a_línea_tirada RG I
al_interior_de al_interior_de SPS00 I
allá_se_andan allá_se_andan RG I
allá_se_las_avenga allá_se_las_avenga RG I
allá_se_las_componga allá_se_las_componga RG I
allá_se_las_haya allá_se_las_haya RG I
allá_se_las_hayan allá_se_las_hayan RG I
allá_se_van allá_se_van RG I
allende_de allende_de SPS00 I
al_libre_albedrío al_libre_albedrío RG I
al_lucero_del_alba al_lucero_del_alba RG I
<alma>_<humana> alma_humana $1:NC I
al_mejor_tiempo al_mejor_tiempo RG I
al_modo_de al_modo_de SPS00 I
a_lo_ancho_de a_lo_ancho_de SPS00 I
a_lo_bestia a_lo_bestia RG I
al_objeto_de al_objeto_de SPS00 I
a_lo_discreto a_lo_discreto RG I
a_lo_garçon a_lo_garçon RG I
a_lo_grande a_lo_grande RG I
a_lo_largo_y_a_lo_ancho a_lo_largo_y_a_lo_ancho RG I
a_lo_largo_y_ancho_de a_lo_largo_y_ancho_de SPS00 I
a_lo_lejos a_lo_lejos RG I
a_lo_loco a_lo_loco RG I
al_olor_de al_olor_de SPS00 I
a_lo_más a_lo_más RG I
a_lomo a_lomo RG I
a_lo_moderno a_lo_moderno RG I
a_lomos a_lomos RG I
a_lo_que_parece a_lo_que_parece RG I
a_lo_que_salga a_lo_que_salga RG I
a_los_cuatro_vientos a_los_cuatro_vientos RG I
a_los_piques a_los_piques RG I
a_lo_sumo a_lo_sumo RG I
a_lo_tonto a_lo_tonto RG I
al_otro_lado_de al_otro_lado_de SPS00 I
al_paño al_paño RG I
al_par_que al_par_que CS I
al_paso_que al_paso_que CS I
al_pie_de_fábrica al_pie_de_fábrica RG I
al_pie_de_la_cuesta al_pie_de_la_cuesta RG I
al_pie_de_la_letra al_pie_de_la_letra RG I
al_pie_de_la_obra al_pie_de_la_obra RG I
al_poco_rato al_poco_rato RG I
al_por_mayor al_por_mayor RG I
al_por_menor al_por_menor RG I
al_primer_envite al_primer_envite RG I
al_primer_folio al_primer_folio RG I
al_primer_gallo al_primer_gallo RG I
al_primer_golpe_de_vista al_primer_golpe_de_vista RG I
al_primer_impulso al_primer_impulso RG I
al_punto_que al_punto_que CS I
al_rape al_rape RG I
al_raso al_raso RG I
al_rededor al_rededor RG I
al_retortero al_retortero RG I
al_rojo_blanco al_rojo_blanco RG I
al_rojo_cereza al_rojo_cereza RG I
al_sesgo al_sesgo RG I
al_socaire al_socaire RG I
al_socaire_de al_socaire_de SPS00 I
al_tanto_de al_tanto_de SPS00 I
altar_mayor altar_mayor NCMS000 I
al_temple al_temple RG I
al_tendido al_tendido RG I
al_tenor_de al_tenor_de SPS00 I
al_tiempo_que al_tiempo_que CS I
alto_comisionado_de_las_naciones_unidas_para_los_refugiados alto_comisionado_de_las_naciones_unidas_para_los_refugiados NCMN000 I
alto_el_fuego alto_el_fuego NCMS000 I
al_tresbolillo al_tresbolillo RG I
a_lumbre_de_pajas a_lumbre_de_pajas RG I
a_lumbre_mansa a_lumbre_mansa RG I
al_volateo al_volateo RG I
a_machamartillo a_machamartillo RG I
a_machote a_machote RG I
a_malas_penas a_malas_penas RG I
a_mal_dar a_mal_dar RG I
a_manadas a_manadas RG I
a_manera_de a_manera_de SPS00 I
a_mano_airada a_mano_airada RG I
a_mano_armada a_mano_armada RG I
a_manos_llenas a_manos_llenas RG I
a_mansalva a_mansalva RG I
a_mares a_mares RG I
a_más_andar a_más_andar RG I
a_más_correr a_más_correr RG I
a_más_ganar a_más_ganar RG I
a_más_mejor a_más_mejor RG I
a_más_no_poder a_más_no_poder RG I
a_más_tardar a_más_tardar RG I
a_más_ver a_más_ver RG I
a_más_y_mejor a_más_y_mejor RG I
a_mata_caballo a_mata_caballo RG I
a_matacaballo a_matacaballo RG I
a_mayor_abundamiento a_mayor_abundamiento RG I
a_mazo_y_escoplo a_mazo_y_escoplo RG I
<ambiente>_de_trabajo ambiente_de_trabajo $1:NC I
<ambiente>_<familiar> ambiente_familiar $1:NC I
<ambiente>_<social> ambiente_social $1:NC I
<ámbito>_de_aplicación ámbito_de_aplicación $1:NC I
<ámbito>_territorial ámbito_territorial $1:NC I
a_mediados_de a_mediados_de SPS00 I
a_media_ladera a_media_ladera RG I
a_media_madera a_media_madera RG I
a_media_margen a_media_margen RG I
a_media_rienda a_media_rienda RG I
a_media_rodilla a_media_rodilla RG I
a_medias_palabras a_medias_palabras RG I
a_media_voz a_media_voz RG I
a_medida_que a_medida_que CS I
a_mediodía a_mediodía RG I
a_medio_hacer a_medio_hacer RG I
a_medio_plazo a_medio_plazo RG I
a_medios_pelos a_medios_pelos RG I
a_menos_que a_menos_que CS I
a_mesa_puesta a_mesa_puesta RG I
a_millaradas a_millaradas RG I
a_mis_anchas a_mis_anchas RG I
a_mitad_de a_mitad_de SPS00 I
a_modo_de a_modo_de SPS00 I
a_montón a_montón RG I
a_mucha_honra a_mucha_honra RG I
a_muerte a_muerte AQ0CN0 I
a_muerte a_muerte RG I
a_muerte_o_vida a_muerte_o_vida RG I
a_mujeriega a_mujeriega RG I
a_nado a_nado RG I
análisis_<clínico> análisis_clínico $1:NC I
análisis_<comparativo> análisis_comparativo $1:NC I
análisis_<cualitativo> análisis_cualitativo $1:NC I
análisis_<cuantitativo> análisis_cuantitativo $1:NC I
análisis_de_datos análisis_de_datos NCMN000 I
